CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
618257,11000177468,2011177468,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/03/2011 08:51:00 PM,BROADWAY E / E OLIVE WY,E,E1,7500.5004,-122.3208749,47.619905164,"(47.619905164, -122.3208749)",,,,
621829,11000183698,2011183698,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/08/2011 09:14:00 PM,17XX BLOCK OF 18TH AVE S,O,O1,9400.5009,-122.309464745,47.588088087,"(47.588088087, -122.309464745)",,,,
622914,11000185759,2011185759,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/10/2011 02:22:00 PM,4 AV / UNION ST,K,K1,8100.2009,-122.335778695,47.609218448,"(47.609218448, -122.335778695)",,,,
623701,11000183381,2011183381,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/08/2011 03:22:00 PM,4 AV / JEFFERSON ST,K,K2,8100.2037,-122.329645838,47.602518276,"(47.602518276, -122.329645838)",,,,
624346,11000189315,2011189315,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/13/2011 12:23:00 PM,103XX BLOCK OF INTERLAKE AVE N,N,N3,1300.1005,-122.340636302,47.704139276,"(47.704139276, -122.340636302)",,,,
625213,11000187508,2011187508,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/12/2011 03:11:00 AM,10XX BLOCK OF E UNION ST,E,E2,7500.4020,-122.318778522,47.612935637,"(47.612935637, -122.318778522)",,,,
627747,11000186030,2011186030,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/10/2011 06:42:00 PM,45XX BLOCK OF S HENDERSON ST,S,S2,11800.4000,-122.275322755,47.523311864,"(47.523311864, -122.275322755)",,,,
628849,11000192175,2011192175,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/15/2011 07:34:00 PM,25 AV / E CHERRY ST,G,G3,8800.4002,-122.300058777,47.608000913,"(47.608000913, -122.300058777)",,,,
629205,11000195151,2011195151,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/18/2011 12:54:00 AM,14XX BLOCK OF E OLIVE WAY,E,E1,7400.5009,-122.326536783,47.617406614,"(47.617406614, -122.326536783)",,,,
629288,11000193214,2011193214,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/16/2011 03:43:00 PM,2XX BLOCK OF BROADWAY E,E,E1,7400.3000,-122.32088228,47.620491809,"(47.620491809, -122.32088228)",,,,
629471,11000194281,2011194281,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/17/2011 12:12:00 PM,103XX BLOCK OF INTERLAKE AVE N,N,N3,1300.1005,-122.340636302,47.704139276,"(47.704139276, -122.340636302)",,,,
629796,11000194790,2011194790,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/17/2011 10:52:00 PM,24XX BLOCK OF E THOMAS ST,C,C3,7700.5007,-122.300527103,47.621367346,"(47.621367346, -122.300527103)",,,,
631042,11000199828,2011199828,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/22/2011 05:10:00 AM,E LORETTA PL / SUMMIT AV E,E,E1,7400.5005,-122.325292016,47.619219424,"(47.619219424, -122.325292016)",,,,
637612,11000204253,2011204253,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/25/2011 02:07:00 PM,4 AV S / S SPOKANE ST,O,O2,9300.3073,-122.329080438,47.571420365,"(47.571420365, -122.329080438)",,,,
637654,11000202444,2011202444,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/24/2011 03:13:00 AM,4XX BLOCK OF E LORETTA PL,E,E1,7400.5002,-122.325936741,47.619219556,"(47.619219556, -122.325936741)",,,,
644379,15000044706,201544706,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/08/2015 03:56:00 PM,133XX BLOCK OF 15 AV NE,L,L1,200.5000,-122.312653264,47.725977942,"(47.725977942, -122.312653264)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,02/08/2015 02:26:00 PM
1887955,16000431276,2016431276,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,11/30/2016 02:52:18 PM,4XX BLOCK OF NE NORTHGATE WY,L,L2,1200.4010,-122.324615,47.708603,"(47.708603, -122.324615)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
649347,15000051610,201551610,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/14/2015 01:13:00 PM,WESTERN AV / UNION ST,M,M1,8100.3013,-122.340217636,47.607363729,"(47.607363729, -122.340217636)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,02/14/2015 10:24:00 AM
1684954,16000074471,201674471,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,03/02/2016 06:09:16 AM,7 AV / BLANCHARD ST,D,D2,7200.1050,-122.34006,47.616592,"(47.616592, -122.34006)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,03/02/2016 05:09:28 AM
654858,11000085913,201185913,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,03/16/2011 12:06:00 AM,141XX BLOCK OF LINDEN AVE N,N,N1,401.1006,-122.347771829,47.731676965,"(47.731676965, -122.347771829)",,,,
1684706,16000073994,201673994,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,03/01/2016 08:06:26 PM,6 AV / OLIVE WY,M,M2,8200.1002,-122.33629,47.61313,"(47.61313, -122.33629)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,03/01/2016 04:55:30 PM
662496,11000077473,201177473,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,03/08/2011 05:41:00 PM,95XX BLOCK OF RAINIER AVE S,S,S3,11800.1009,-122.261148052,47.520316991,"(47.520316991, -122.261148052)",,,,
663932,11000092601,201192601,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,03/22/2011 02:25:00 AM,9XX BLOCK OF NW 54TH ST,B,B3,4700.1016,-122.369683355,47.667885403,"(47.667885403, -122.369683355)",,,,
665541,11000080180,201180180,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,03/10/2011 07:25:00 PM,17XX BLOCK OF E MADISON ST,G,G1,7900.4000,-122.30949685,47.615862549,"(47.615862549, -122.30949685)",,,,
1686076,16000076524,201676524,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,03/03/2016 04:28:54 PM,14XX BLOCK OF N 46 ST,B,B3,5000.1037,-122.339905,47.662125,"(47.662125, -122.339905)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
669378,11000373795,2011373795,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,11/18/2011 11:26:00 AM,5XX BLOCK OF BELLEVUE AVE E,E,E1,7400.7006,-122.326595286,47.623709956,"(47.623709956, -122.326595286)",,,,
669416,11000373739,2011373739,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,11/18/2011 12:51:00 PM,65XX BLOCK OF 15TH AVE NE,U,U1,2600.3012,-122.312653258,47.725977941,"(47.725977941, -122.312653258)",,,,
669557,11000373771,2011373771,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,11/18/2011 05:06:00 PM,141XX BLOCK OF LINDEN AVE N,N,N1,401.1012,-122.347771829,47.731676965,"(47.731676965, -122.347771829)",,,,
671464,11000366321,2011366321,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,11/11/2011 01:01:00 AM,1 AV / SPRING ST,M,M3,8100.1031,-122.336893066,47.60540604,"(47.60540604, -122.336893066)",,,,
675548,11000379401,2011379401,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,11/23/2011 10:12:00 PM,30XX BLOCK OF SW AVALON WAY,W,W2,9900.3007,-122.371671487,47.566137244,"(47.566137244, -122.371671487)",,,,
676286,11000380567,2011380567,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,11/25/2011 12:41:00 PM,25XX BLOCK OF N 50TH ST,J,J1,4600.3011,-122.328664955,47.665005602,"(47.665005602, -122.328664955)",,,,
677573,11000382399,2011382399,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,11/27/2011 05:38:00 AM,XX BLOCK OF PIKE ST,M,M3,8100.1011,-122.340797599,47.608493097,"(47.608493097, -122.340797599)",,,,
678291,11000383331,2011383331,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,11/28/2011 11:38:00 AM,3XX BLOCK OF E REPUBLICAN ST,E,E1,7400.7004,-122.326892704,47.623133362,"(47.623133362, -122.326892704)",,,,
679762,11000385281,2011385281,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,11/30/2011 05:31:00 AM,16XX BLOCK OF N 54TH ST,J,J1,4600.1016,-122.337433057,47.667943976,"(47.667943976, -122.337433057)",,,,
681229,11000387349,2011387349,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,12/02/2011 02:20:00 AM,14XX BLOCK OF HUBBELL PL,D,D3,8200.3003,-122.330009987,47.612259956,"(47.612259956, -122.330009987)",,,,
682323,11000389250,2011389250,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,12/03/2011 01:26:00 PM,43XX BLOCK OF S HOLDEN ST,S,S2,11101.3003,-122.2776728,47.533383052,"(47.533383052, -122.2776728)",,,,
686343,11000395207,2011395207,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,12/09/2011 05:24:00 AM,5XX BLOCK OF MERCER ST,D,D1,7200.1006,-122.346918641,47.624559764,"(47.624559764, -122.346918641)",,,,
687902,11000397558,2011397558,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,12/11/2011 02:13:00 PM,3 AV / MADISON ST,K,K1,8100.2022,-122.334020645,47.605622194,"(47.605622194, -122.334020645)",,,,
690934,11000401791,2011401791,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,12/15/2011 04:37:00 PM,10XX BLOCK OF 4TH AVE,K,K1,8100.2020,-122.333235576,47.606444572,"(47.606444572, -122.333235576)",,,,
691284,11000402414,2011402414,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,12/16/2011 06:46:00 AM,20XX BLOCK OF 3RD AVE,M,M2,7200.1066,-122.341542602,47.612782411,"(47.612782411, -122.341542602)",,,,
692718,11000404555,2011404555,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,12/18/2011 03:13:00 AM,62XX BLOCK OF BROOKLYN AVE NE,U,U1,4400.1011,-122.314334907,47.673745523,"(47.673745523, -122.314334907)",,,,
695449,11000408415,2011408415,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,12/22/2011 06:20:00 AM,5XX BLOCK OF 1ST AVE N,Q,Q3,7100.2003,-122.355367463,47.629185666,"(47.629185666, -122.355367463)",,,,
695566,11000408579,2011408579,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,12/22/2011 11:38:00 AM,21XX BLOCK OF 1ST AVE,M,M3,8002.2000,-122.344562703,47.612221863,"(47.612221863, -122.344562703)",,,,
696617,11000410113,2011410113,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,12/23/2011 09:57:00 PM,25XX BLOCK OF 1ST AVE,M,M1,8001.3000,-122.349213987,47.614972446,"(47.614972446, -122.349213987)",,,,
697839,11000411724,2011411724,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,12/26/2011 02:17:00 AM,85XX BLOCK OF DIBBLE AVE NW,B,B1,1700.4009,-122.367272143,47.691362744,"(47.691362744, -122.367272143)",,,,
697851,11000411771,2011411771,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,12/26/2011 01:17:00 AM,39XX BLOCK OF SW OTHELLO ST,W,W3,11600.1000,-122.3828328,47.537520664,"(47.537520664, -122.3828328)",,,,
701008,11000416219,2011416219,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,12/31/2011 03:22:00 AM,8 AV NE / NE NORTHGATE WY,N,N3,1200.3000,-122.320562772,47.7085772,"(47.7085772, -122.320562772)",,,,
701379,11000417125,2011417125,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,12/31/2011 08:04:00 PM,11XX BLOCK OF 6TH AVE,K,K1,8200.3008,-122.331668953,47.608086808,"(47.608086808, -122.331668953)",,,,
701667,12000000274,2012274,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/01/2012 02:58:00 AM,2 AV S / S WASHINGTON ST,K,K3,9200.2014,-122.331573013,47.600877871,"(47.600877871, -122.331573013)",,,,
701869,12000000226,2012226,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/01/2012 02:08:00 AM,15XX BLOCK OF 12TH AVE,C,C2,7500.4006,-122.316845009,47.614683851,"(47.614683851, -122.316845009)",,,,
702160,12000000881,2012881,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/01/2012 08:03:00 PM,21XX BLOCK OF 3RD AVE,M,M2,7200.2025,-122.342843234,47.613551471,"(47.613551471, -122.342843234)",,,,
702616,12000001227,20121227,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/02/2012 08:47:00 AM,132XX BLOCK OF 15TH AVE NE,L,L1,200.7001,-122.312653258,47.725977941,"(47.725977941, -122.312653258)",,,,
703505,12000002745,20122745,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/03/2012 06:49:00 PM,12XX BLOCK OF NE 50TH ST,U,U3,4400.4007,-122.314724414,47.664912907,"(47.664912907, -122.314724414)",,,,
705277,12000005383,20125383,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/06/2012 05:22:00 AM,9 AV / PIKE ST,D,D3,8200.1009,-122.331134156,47.612534446,"(47.612534446, -122.331134156)",,,,
707541,12000008558,20128558,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/09/2012 11:17:00 AM,120XX BLOCK OF AURORA AVE N,N,N1,402.2005,-122.344896103,47.717174471,"(47.717174471, -122.344896103)",,,,
708277,12000009961,20129961,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/10/2012 03:08:00 PM,88XX BLOCK OF AURORA AVE N,N,N2,1800.2005,-122.344545648,47.692559494,"(47.692559494, -122.344545648)",,,,
709391,12000011549,201211549,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/12/2012 03:22:00 AM,23 AV / E MARION ST,G,G3,8800.5011,-122.302763524,47.610022507,"(47.610022507, -122.302763524)",,,,
709589,12000011792,201211792,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/12/2012 02:21:00 PM,19XX BLOCK OF 2ND AVE,M,M2,8002.1000,-122.35316205,47.618480049,"(47.618480049, -122.35316205)",,,,
710256,12000012901,201212901,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/13/2012 12:06:00 PM,63XX BLOCK OF RAINIER AVE S,S,S1,11102.5002,-122.275672385,47.545786591,"(47.545786591, -122.275672385)",,,,
710691,12000013599,201213599,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/13/2012 11:38:00 PM,1 AV S / S HORTON ST,O,O2,9300.3049,-122.33420633,47.574385485,"(47.574385485, -122.33420633)",,,,
711441,12000014380,201214380,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/14/2012 10:14:00 PM,8XX BLOCK OF STEWART ST,D,D2,7300.3024,-122.334865851,47.6152845,"(47.6152845, -122.334865851)",,,,
712309,12000015901,201215901,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/16/2012 07:12:00 PM,52XX BLOCK OF UNIVERSITY WAY NE,U,U3,4400.4000,-122.313034216,47.667491533,"(47.667491533, -122.313034216)",,,,
713819,12000018081,201218081,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/19/2012 09:13:00 PM,5XX BLOCK OF 13TH AVE E,C,C2,7500.1002,-122.315695153,47.623685597,"(47.623685597, -122.315695153)",,,,
714616,12000019354,201219354,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/21/2012 11:35:00 AM,14XX BLOCK OF 5TH AVE,K,K1,8200.1013,-122.335119806,47.610181663,"(47.610181663, -122.335119806)",,,,
714654,12000019451,201219451,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/21/2012 01:23:00 PM,5XX BLOCK OF PINE ST,M,M2,8200.1003,-122.335928553,47.611904236,"(47.611904236, -122.335928553)",,,,
1783547,16000248467,2016248467,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/11/2016 08:17:02 PM,6 AV / SENECA ST,M,M3,8200.1031,-122.332,47.608444,"(47.608444, -122.332)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,07/11/2016 06:32:58 PM
715526,12000020607,201220607,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/22/2012 07:04:00 PM,52XX BLOCK OF DELRIDGE WAY SW,F,F1,10800.3002,-122.362953717,47.554483014,"(47.554483014, -122.362953717)",,,,
716691,12000022417,201222417,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/24/2012 12:47:00 PM,FAIRVIEW AV N / HARRISON ST,D,D2,7300.3007,-122.334278129,47.621999571,"(47.621999571, -122.334278129)",,,,
717787,12000024154,201224154,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/26/2012 02:01:00 AM,21XX BLOCK OF N 112TH ST,N,N3,1200.5000,-122.332852637,47.709562975,"(47.709562975, -122.332852637)",,,,
717849,12000024031,201224031,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/26/2012 02:43:00 AM,VIRGINIA ST / 8 AV,D,D2,7300.3023,-122.336599057,47.615719893,"(47.615719893, -122.336599057)",,,,
718054,12000024643,201224643,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/26/2012 02:11:00 PM,68XX BLOCK OF HIGHLAND PARK WAY SW,F,F3,11300.1003,-122.346086301,47.539246496,"(47.539246496, -122.346086301)",,,,
719382,12000026557,201226557,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/28/2012 03:21:00 AM,12 AV / E HOWELL ST,C,C2,7500.4001,-122.316891472,47.61759904,"(47.61759904, -122.316891472)",,,,
719404,12000026648,201226648,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/28/2012 08:09:00 AM,23XX BLOCK OF CALIFORNIA AVE SW,W,W1,9600.2014,-122.386512387,47.582095306,"(47.582095306, -122.386512387)",,,,
720997,12000028901,201228901,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/30/2012 05:16:00 PM,69XX BLOCK OF 34TH AVE SW,W,W3,10700.3005,-122.375217052,47.540124177,"(47.540124177, -122.375217052)",,,,
721047,12000029063,201229063,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/30/2012 08:03:00 PM,RAINIER AV S / S CLOVERDALE ST,S,S2,11800.4000,-122.269985036,47.526169405,"(47.526169405, -122.269985036)",,,,
724347,12000033414,201233414,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/03/2012 06:51:00 PM,21XX BLOCK OF 3RD AVE N,Q,Q2,6800.1011,-122.3519423,47.637835793,"(47.637835793, -122.3519423)",,,,
724805,12000034323,201234323,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/04/2012 10:50:00 AM,7XX BLOCK OF SENECA ST,D,D3,8200.3004,-122.330203555,47.609193224,"(47.609193224, -122.330203555)",,,,
725689,12000035692,201235692,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/05/2012 03:34:00 PM,125XX BLOCK OF LAKE CITY WAY NE,L,L1,100.3012,-122.29469691,47.720185075,"(47.720185075, -122.29469691)",,,,
725720,12000035836,201235836,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/05/2012 07:11:00 PM,123XX BLOCK OF 32ND AVE NE,L,L2,700.1001,-122.293944608,47.718318148,"(47.718318148, -122.293944608)",,,,
726001,12000035822,201235822,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/05/2012 06:20:00 PM,35 AV SW / SW MORGAN ST,F,F1,10600.2000,-122.376447894,47.544680386,"(47.544680386, -122.376447894)",,,,
726521,12000036798,201236798,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/06/2012 05:57:00 PM,CANFIELD PL N / N 55 ST,J,J1,4600.2008,-122.334875407,47.668688105,"(47.668688105, -122.334875407)",,,,
727074,12000037771,201237771,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/07/2012 02:15:00 PM,N 143 ST / GREENWOOD AV N,N,N1,401.2004,-122.355570335,47.732313408,"(47.732313408, -122.355570335)",,,,
727538,12000038483,201238483,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/08/2012 05:42:00 AM,25XX BLOCK OF WESTERN AVE,M,M1,8001.3000,-122.350073841,47.614307992,"(47.614307992, -122.350073841)",,,,
727673,12000038628,201238628,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/08/2012 09:00:00 AM,8XX BLOCK OF STEWART ST,D,D2,7300.3024,-122.334865851,47.6152845,"(47.6152845, -122.334865851)",,,,
728629,12000040095,201240095,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/09/2012 02:17:00 PM,E UNION ST / BELLEVUE AV,E,E2,8300.2006,-122.326884511,47.612957731,"(47.612957731, -122.326884511)",,,,
728740,12000040140,201240140,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/09/2012 04:32:00 PM,15XX BLOCK OF BOYLSTON AVE,E,E2,8400.1015,-122.323408495,47.614650576,"(47.614650576, -122.323408495)",,,,
730368,12000042034,201242034,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/11/2012 06:54:00 AM,70XX BLOCK OF 26TH AVE NE,U,U1,3800.3004,-122.299613064,47.680187473,"(47.680187473, -122.299613064)",,,,
731297,12000044064,201244064,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/13/2012 11:43:00 AM,9XX BLOCK OF UNIVERSITY ST,D,D3,8200.3003,-122.328763032,47.610782036,"(47.610782036, -122.328763032)",,,,
732513,12000045954,201245954,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/15/2012 03:44:00 AM,XX BLOCK OF DRAVUS ST,Q,Q2,6000.5009,-122.356463038,47.648658563,"(47.648658563, -122.356463038)",,,,
733676,12000047659,201247659,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/16/2012 07:14:00 PM,25XX BLOCK OF 14TH AVE W,Q,Q2,5802.2004,-122.375013012,47.640921046,"(47.640921046, -122.375013012)",,,,
733906,12000048001,201248001,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/17/2012 03:13:00 AM,326 1 / 2 NW 85 ST,B,B3,1700.3017,-122.36183597,47.690847043,"(47.690847043, -122.36183597)",,,,
735240,12000049897,201249897,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/18/2012 06:11:00 PM,27XX BLOCK OF 14TH AVE S,O,O1,10000.4005,-122.314661763,47.579058589,"(47.579058589, -122.314661763)",,,,
