"","CAD.CDW.ID","CAD.Event.Number","General.Offense.Number","Event.Clearance.Code","Event.Clearance.Description","Event.Clearance.SubGroup","Event.Clearance.Group","Date","Time","Hundred.Block.Location","District.Sector","Zone.Beat","Census.Tract","Longitude","Latitude","Incident.Location","Initial.Type.Description","Initial.Type.Subgroup","Initial.Type.Group","At.Scene.Time","month","year"
"391",649347,15000051610,201551610,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2015-02-14,"01:13:00 PM","WESTERN AV / UNION ST","M","M1",8100.3013,-122.340217636,47.607363729,"(47.607363729, -122.340217636)","DOA - CASUALTY, DEAD BODY","PERSON DOWN/INJURY","CASUALTIES","02/14/2015 10:24:00 AM","February",2015
"392",1684954,16000074471,201674471,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-03-02,"06:09:16 AM","7 AV / BLANCHARD ST","D","D2",7200.105,-122.34006,47.616592,"(47.616592, -122.34006)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","03/02/2016 05:09:28 AM","March",2016
"393",654858,11000085913,201185913,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-03-16,"12:06:00 AM","141XX BLOCK OF LINDEN AVE N","N","N1",401.1006,-122.347771829,47.731676965,"(47.731676965, -122.347771829)","","","","","March",2011
"394",1684706,16000073994,201673994,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-03-01,"08:06:26 PM","6 AV / OLIVE WY","M","M2",8200.1002,-122.33629,47.61313,"(47.61313, -122.33629)","DOWN - CHECK FOR PERSON DOWN","PERSON DOWN/INJURY","CASUALTIES","03/01/2016 04:55:30 PM","March",2016
"395",662496,11000077473,201177473,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-03-08,"05:41:00 PM","95XX BLOCK OF RAINIER AVE S","S","S3",11800.1009,-122.261148052,47.520316991,"(47.520316991, -122.261148052)","","","","","March",2011
"396",663932,11000092601,201192601,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-03-22,"02:25:00 AM","9XX BLOCK OF NW 54TH ST","B","B3",4700.1016,-122.369683355,47.667885403,"(47.667885403, -122.369683355)","","","","","March",2011
"397",665541,11000080180,201180180,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-03-10,"07:25:00 PM","17XX BLOCK OF E MADISON ST","G","G1",7900.4,-122.30949685,47.615862549,"(47.615862549, -122.30949685)","","","","","March",2011
"398",1686076,16000076524,201676524,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-03-03,"04:28:54 PM","14XX BLOCK OF N 46 ST","B","B3",5000.1037,-122.339905,47.662125,"(47.662125, -122.339905)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","","March",2016
"399",669378,11000373795,2011373795,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-11-18,"11:26:00 AM","5XX BLOCK OF BELLEVUE AVE E","E","E1",7400.7006,-122.326595286,47.623709956,"(47.623709956, -122.326595286)","","","","","November",2011
"400",669416,11000373739,2011373739,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-11-18,"12:51:00 PM","65XX BLOCK OF 15TH AVE NE","U","U1",2600.3012,-122.312653258,47.725977941,"(47.725977941, -122.312653258)","","","","","November",2011
"401",669557,11000373771,2011373771,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-11-18,"05:06:00 PM","141XX BLOCK OF LINDEN AVE N","N","N1",401.1012,-122.347771829,47.731676965,"(47.731676965, -122.347771829)","","","","","November",2011
"402",671464,11000366321,2011366321,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-11-11,"01:01:00 AM","1 AV / SPRING ST","M","M3",8100.1031,-122.336893066,47.60540604,"(47.60540604, -122.336893066)","","","","","November",2011
"403",675548,11000379401,2011379401,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-11-23,"10:12:00 PM","30XX BLOCK OF SW AVALON WAY","W","W2",9900.3007,-122.371671487,47.566137244,"(47.566137244, -122.371671487)","","","","","November",2011
"404",676286,11000380567,2011380567,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-11-25,"12:41:00 PM","25XX BLOCK OF N 50TH ST","J","J1",4600.3011,-122.328664955,47.665005602,"(47.665005602, -122.328664955)","","","","","November",2011
"405",677573,11000382399,2011382399,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-11-27,"05:38:00 AM","XX BLOCK OF PIKE ST","M","M3",8100.1011,-122.340797599,47.608493097,"(47.608493097, -122.340797599)","","","","","November",2011
"406",678291,11000383331,2011383331,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-11-28,"11:38:00 AM","3XX BLOCK OF E REPUBLICAN ST","E","E1",7400.7004,-122.326892704,47.623133362,"(47.623133362, -122.326892704)","","","","","November",2011
"407",679762,11000385281,2011385281,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-11-30,"05:31:00 AM","16XX BLOCK OF N 54TH ST","J","J1",4600.1016,-122.337433057,47.667943976,"(47.667943976, -122.337433057)","","","","","November",2011
"408",681229,11000387349,2011387349,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-12-02,"02:20:00 AM","14XX BLOCK OF HUBBELL PL","D","D3",8200.3003,-122.330009987,47.612259956,"(47.612259956, -122.330009987)","","","","","December",2011
"409",682323,11000389250,2011389250,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-12-03,"01:26:00 PM","43XX BLOCK OF S HOLDEN ST","S","S2",11101.3003,-122.2776728,47.533383052,"(47.533383052, -122.2776728)","","","","","December",2011
"410",686343,11000395207,2011395207,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-12-09,"05:24:00 AM","5XX BLOCK OF MERCER ST","D","D1",7200.1006,-122.346918641,47.624559764,"(47.624559764, -122.346918641)","","","","","December",2011
"411",687902,11000397558,2011397558,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-12-11,"02:13:00 PM","3 AV / MADISON ST","K","K1",8100.2022,-122.334020645,47.605622194,"(47.605622194, -122.334020645)","","","","","December",2011
"412",690934,11000401791,2011401791,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-12-15,"04:37:00 PM","10XX BLOCK OF 4TH AVE","K","K1",8100.202,-122.333235576,47.606444572,"(47.606444572, -122.333235576)","","","","","December",2011
"413",691284,11000402414,2011402414,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-12-16,"06:46:00 AM","20XX BLOCK OF 3RD AVE","M","M2",7200.1066,-122.341542602,47.612782411,"(47.612782411, -122.341542602)","","","","","December",2011
"414",692718,11000404555,2011404555,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-12-18,"03:13:00 AM","62XX BLOCK OF BROOKLYN AVE NE","U","U1",4400.1011,-122.314334907,47.673745523,"(47.673745523, -122.314334907)","","","","","December",2011
"415",695449,11000408415,2011408415,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-12-22,"06:20:00 AM","5XX BLOCK OF 1ST AVE N","Q","Q3",7100.2003,-122.355367463,47.629185666,"(47.629185666, -122.355367463)","","","","","December",2011
"416",695566,11000408579,2011408579,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-12-22,"11:38:00 AM","21XX BLOCK OF 1ST AVE","M","M3",8002.2,-122.344562703,47.612221863,"(47.612221863, -122.344562703)","","","","","December",2011
"417",696617,11000410113,2011410113,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-12-23,"09:57:00 PM","25XX BLOCK OF 1ST AVE","M","M1",8001.3,-122.349213987,47.614972446,"(47.614972446, -122.349213987)","","","","","December",2011
"418",697839,11000411724,2011411724,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-12-26,"02:17:00 AM","85XX BLOCK OF DIBBLE AVE NW","B","B1",1700.4009,-122.367272143,47.691362744,"(47.691362744, -122.367272143)","","","","","December",2011
"419",697851,11000411771,2011411771,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-12-26,"01:17:00 AM","39XX BLOCK OF SW OTHELLO ST","W","W3",11600.1,-122.3828328,47.537520664,"(47.537520664, -122.3828328)","","","","","December",2011
"420",701008,11000416219,2011416219,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-12-31,"03:22:00 AM","8 AV NE / NE NORTHGATE WY","N","N3",1200.3,-122.320562772,47.7085772,"(47.7085772, -122.320562772)","","","","","December",2011
"421",701379,11000417125,2011417125,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-12-31,"08:04:00 PM","11XX BLOCK OF 6TH AVE","K","K1",8200.3008,-122.331668953,47.608086808,"(47.608086808, -122.331668953)","","","","","December",2011
"422",701667,12000000274,2012274,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-01-01,"02:58:00 AM","2 AV S / S WASHINGTON ST","K","K3",9200.2014,-122.331573013,47.600877871,"(47.600877871, -122.331573013)","","","","","January",2012
"423",701869,12000000226,2012226,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-01-01,"02:08:00 AM","15XX BLOCK OF 12TH AVE","C","C2",7500.4006,-122.316845009,47.614683851,"(47.614683851, -122.316845009)","","","","","January",2012
"424",702160,12000000881,2012881,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-01-01,"08:03:00 PM","21XX BLOCK OF 3RD AVE","M","M2",7200.2025,-122.342843234,47.613551471,"(47.613551471, -122.342843234)","","","","","January",2012
"425",702616,12000001227,20121227,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-01-02,"08:47:00 AM","132XX BLOCK OF 15TH AVE NE","L","L1",200.7001,-122.312653258,47.725977941,"(47.725977941, -122.312653258)","","","","","January",2012
"426",703505,12000002745,20122745,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-01-03,"06:49:00 PM","12XX BLOCK OF NE 50TH ST","U","U3",4400.4007,-122.314724414,47.664912907,"(47.664912907, -122.314724414)","","","","","January",2012
"427",705277,12000005383,20125383,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-01-06,"05:22:00 AM","9 AV / PIKE ST","D","D3",8200.1009,-122.331134156,47.612534446,"(47.612534446, -122.331134156)","","","","","January",2012
"428",707541,12000008558,20128558,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-01-09,"11:17:00 AM","120XX BLOCK OF AURORA AVE N","N","N1",402.2005,-122.344896103,47.717174471,"(47.717174471, -122.344896103)","","","","","January",2012
"429",708277,12000009961,20129961,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-01-10,"03:08:00 PM","88XX BLOCK OF AURORA AVE N","N","N2",1800.2005,-122.344545648,47.692559494,"(47.692559494, -122.344545648)","","","","","January",2012
"430",709391,12000011549,201211549,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-01-12,"03:22:00 AM","23 AV / E MARION ST","G","G3",8800.5011,-122.302763524,47.610022507,"(47.610022507, -122.302763524)","","","","","January",2012
"431",709589,12000011792,201211792,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-01-12,"02:21:00 PM","19XX BLOCK OF 2ND AVE","M","M2",8002.1,-122.35316205,47.618480049,"(47.618480049, -122.35316205)","","","","","January",2012
"432",710256,12000012901,201212901,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-01-13,"12:06:00 PM","63XX BLOCK OF RAINIER AVE S","S","S1",11102.5002,-122.275672385,47.545786591,"(47.545786591, -122.275672385)","","","","","January",2012
"433",710691,12000013599,201213599,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-01-13,"11:38:00 PM","1 AV S / S HORTON ST","O","O2",9300.3049,-122.33420633,47.574385485,"(47.574385485, -122.33420633)","","","","","January",2012
"434",711441,12000014380,201214380,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-01-14,"10:14:00 PM","8XX BLOCK OF STEWART ST","D","D2",7300.3024,-122.334865851,47.6152845,"(47.6152845, -122.334865851)","","","","","January",2012
"435",712309,12000015901,201215901,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-01-16,"07:12:00 PM","52XX BLOCK OF UNIVERSITY WAY NE","U","U3",4400.4,-122.313034216,47.667491533,"(47.667491533, -122.313034216)","","","","","January",2012
"436",713819,12000018081,201218081,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-01-19,"09:13:00 PM","5XX BLOCK OF 13TH AVE E","C","C2",7500.1002,-122.315695153,47.623685597,"(47.623685597, -122.315695153)","","","","","January",2012
"437",714616,12000019354,201219354,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-01-21,"11:35:00 AM","14XX BLOCK OF 5TH AVE","K","K1",8200.1013,-122.335119806,47.610181663,"(47.610181663, -122.335119806)","","","","","January",2012
"438",714654,12000019451,201219451,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-01-21,"01:23:00 PM","5XX BLOCK OF PINE ST","M","M2",8200.1003,-122.335928553,47.611904236,"(47.611904236, -122.335928553)","","","","","January",2012
"439",1783547,16000248467,2016248467,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-07-11,"08:17:02 PM","6 AV / SENECA ST","M","M3",8200.1031,-122.332,47.608444,"(47.608444, -122.332)","DOA - CASUALTY, DEAD BODY","PERSON DOWN/INJURY","CASUALTIES","07/11/2016 06:32:58 PM","July",2016
"440",715526,12000020607,201220607,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-01-22,"07:04:00 PM","52XX BLOCK OF DELRIDGE WAY SW","F","F1",10800.3002,-122.362953717,47.554483014,"(47.554483014, -122.362953717)","","","","","January",2012
"441",716691,12000022417,201222417,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-01-24,"12:47:00 PM","FAIRVIEW AV N / HARRISON ST","D","D2",7300.3007,-122.334278129,47.621999571,"(47.621999571, -122.334278129)","","","","","January",2012
"442",717787,12000024154,201224154,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-01-26,"02:01:00 AM","21XX BLOCK OF N 112TH ST","N","N3",1200.5,-122.332852637,47.709562975,"(47.709562975, -122.332852637)","","","","","January",2012
"443",717849,12000024031,201224031,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-01-26,"02:43:00 AM","VIRGINIA ST / 8 AV","D","D2",7300.3023,-122.336599057,47.615719893,"(47.615719893, -122.336599057)","","","","","January",2012
"444",718054,12000024643,201224643,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-01-26,"02:11:00 PM","68XX BLOCK OF HIGHLAND PARK WAY SW","F","F3",11300.1003,-122.346086301,47.539246496,"(47.539246496, -122.346086301)","","","","","January",2012
"445",719382,12000026557,201226557,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-01-28,"03:21:00 AM","12 AV / E HOWELL ST","C","C2",7500.4001,-122.316891472,47.61759904,"(47.61759904, -122.316891472)","","","","","January",2012
"446",719404,12000026648,201226648,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-01-28,"08:09:00 AM","23XX BLOCK OF CALIFORNIA AVE SW","W","W1",9600.2014,-122.386512387,47.582095306,"(47.582095306, -122.386512387)","","","","","January",2012
"447",720997,12000028901,201228901,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-01-30,"05:16:00 PM","69XX BLOCK OF 34TH AVE SW","W","W3",10700.3005,-122.375217052,47.540124177,"(47.540124177, -122.375217052)","","","","","January",2012
"448",721047,12000029063,201229063,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-01-30,"08:03:00 PM","RAINIER AV S / S CLOVERDALE ST","S","S2",11800.4,-122.269985036,47.526169405,"(47.526169405, -122.269985036)","","","","","January",2012
"449",724347,12000033414,201233414,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-03,"06:51:00 PM","21XX BLOCK OF 3RD AVE N","Q","Q2",6800.1011,-122.3519423,47.637835793,"(47.637835793, -122.3519423)","","","","","February",2012
"450",724805,12000034323,201234323,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-04,"10:50:00 AM","7XX BLOCK OF SENECA ST","D","D3",8200.3004,-122.330203555,47.609193224,"(47.609193224, -122.330203555)","","","","","February",2012
"451",725689,12000035692,201235692,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-05,"03:34:00 PM","125XX BLOCK OF LAKE CITY WAY NE","L","L1",100.3012,-122.29469691,47.720185075,"(47.720185075, -122.29469691)","","","","","February",2012
"452",725720,12000035836,201235836,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-05,"07:11:00 PM","123XX BLOCK OF 32ND AVE NE","L","L2",700.1001,-122.293944608,47.718318148,"(47.718318148, -122.293944608)","","","","","February",2012
"453",726001,12000035822,201235822,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-05,"06:20:00 PM","35 AV SW / SW MORGAN ST","F","F1",10600.2,-122.376447894,47.544680386,"(47.544680386, -122.376447894)","","","","","February",2012
"454",726521,12000036798,201236798,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-06,"05:57:00 PM","CANFIELD PL N / N 55 ST","J","J1",4600.2008,-122.334875407,47.668688105,"(47.668688105, -122.334875407)","","","","","February",2012
"455",727074,12000037771,201237771,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-07,"02:15:00 PM","N 143 ST / GREENWOOD AV N","N","N1",401.2004,-122.355570335,47.732313408,"(47.732313408, -122.355570335)","","","","","February",2012
"456",727538,12000038483,201238483,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-08,"05:42:00 AM","25XX BLOCK OF WESTERN AVE","M","M1",8001.3,-122.350073841,47.614307992,"(47.614307992, -122.350073841)","","","","","February",2012
"457",727673,12000038628,201238628,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-08,"09:00:00 AM","8XX BLOCK OF STEWART ST","D","D2",7300.3024,-122.334865851,47.6152845,"(47.6152845, -122.334865851)","","","","","February",2012
"458",728629,12000040095,201240095,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-09,"02:17:00 PM","E UNION ST / BELLEVUE AV","E","E2",8300.2006,-122.326884511,47.612957731,"(47.612957731, -122.326884511)","","","","","February",2012
"459",728740,12000040140,201240140,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-09,"04:32:00 PM","15XX BLOCK OF BOYLSTON AVE","E","E2",8400.1015,-122.323408495,47.614650576,"(47.614650576, -122.323408495)","","","","","February",2012
"460",730368,12000042034,201242034,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-11,"06:54:00 AM","70XX BLOCK OF 26TH AVE NE","U","U1",3800.3004,-122.299613064,47.680187473,"(47.680187473, -122.299613064)","","","","","February",2012
"461",731297,12000044064,201244064,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-13,"11:43:00 AM","9XX BLOCK OF UNIVERSITY ST","D","D3",8200.3003,-122.328763032,47.610782036,"(47.610782036, -122.328763032)","","","","","February",2012
"462",732513,12000045954,201245954,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-15,"03:44:00 AM","XX BLOCK OF DRAVUS ST","Q","Q2",6000.5009,-122.356463038,47.648658563,"(47.648658563, -122.356463038)","","","","","February",2012
"463",733676,12000047659,201247659,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-16,"07:14:00 PM","25XX BLOCK OF 14TH AVE W","Q","Q2",5802.2004,-122.375013012,47.640921046,"(47.640921046, -122.375013012)","","","","","February",2012
"464",733906,12000048001,201248001,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-17,"03:13:00 AM","326 1 / 2 NW 85 ST","B","B3",1700.3017,-122.36183597,47.690847043,"(47.690847043, -122.36183597)","","","","","February",2012
"465",735240,12000049897,201249897,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-18,"06:11:00 PM","27XX BLOCK OF 14TH AVE S","O","O1",10000.4005,-122.314661763,47.579058589,"(47.579058589, -122.314661763)","","","","","February",2012
"466",735806,12000050839,201250839,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-19,"01:49:00 PM","12XX BLOCK OF 17TH AVE E","C","C1",6400.2001,-122.309576281,47.634240505,"(47.634240505, -122.309576281)","","","","","February",2012
"467",736646,12000052168,201252168,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-20,"08:19:00 PM","4XX BLOCK OF 3RD AVE","K","K2",8100.2041,-122.330510335,47.601885902,"(47.601885902, -122.330510335)","","","","","February",2012
"468",738045,12000054044,201254044,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-22,"12:57:00 PM","143XX BLOCK OF LINDEN AVE N","N","N1",401.1001,-122.347790537,47.733221593,"(47.733221593, -122.347790537)","","","","","February",2012
"469",739023,12000055767,201255767,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-24,"12:08:00 AM","2 AV / VINE ST","M","M1",8001.1,-122.348823114,47.61591148,"(47.61591148, -122.348823114)","","","","","February",2012
"470",739050,12000055614,201255614,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-23,"10:34:00 PM","41XX BLOCK OF SW MONROE ST","W","W3",11600.2006,-122.386019031,47.531488289,"(47.531488289, -122.386019031)","","","","","February",2012
"471",739319,12000055972,201255972,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-24,"08:19:00 AM","16XX BLOCK OF E OLIVE WAY","E","E1",7400.5001,-122.324829061,47.619274461,"(47.619274461, -122.324829061)","","","","","February",2012
"472",739963,12000056968,201256968,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-25,"01:24:00 AM","W MARGINAL WY SW / HIGHLAND PARK WY SW","F","F1",11300.1003,-122.342183247,47.540352918,"(47.540352918, -122.342183247)","","","","","February",2012
"473",740430,12000057700,201257700,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-25,"07:48:00 PM","48XX BLOCK OF 47TH AVE SW","W","W2",10500.5012,-122.390838166,47.50820217,"(47.50820217, -122.390838166)","","","","","February",2012
"474",740711,12000058058,201258058,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-26,"01:35:00 AM","5XX BLOCK OF 14TH AVE E","C","C2",7500.1002,-122.314644629,47.623684284,"(47.623684284, -122.314644629)","","","","","February",2012
"475",742020,12000060084,201260084,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-27,"11:50:00 PM","1XX BLOCK OF HARVARD AVE E","E","E1",7400.3005,-122.322196395,47.619315787,"(47.619315787, -122.322196395)","","","","","February",2012
"476",742223,12000060382,201260382,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-28,"09:50:00 AM","4XX BLOCK OF JEFFERSON ST","K","K2",8100.2038,-122.329090139,47.602752286,"(47.602752286, -122.329090139)","","","","","February",2012
"477",742386,12000060663,201260663,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2012-02-28,"03:09:00 PM","19XX BLOCK OF ALASKAN WAY","M","M3",8100.1014,-122.359084275,47.617431797,"(47.617431797, -122.359084275)","","","","","February",2012
